Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
More than 10 years,3,Individual house zone,Periurban,0,2,3,5,3,5,4,2,5,4,2,1,1,1,1,4,4,1.0,0,0,NoBreed
More than 10 years,2,House in a subdivision,Rural,1,2,2,5,1,5,4,4,5,5,2,1,1,1,1,1,1,2.0,0,0,European
1-2 years,2,Individual house zone,Rural,0,2,4,4,3,3,4,4,4,1,2,1,1,1,1,4,3,2.5412105085901007,0,0,NoBreed
2-10 years,1,House in a subdivision,Periurban,0,2,1,4,1,5,4,5,4,2,4,2,1,1,4,4,3,1.7421123145667976,0,0,Persian
2-10 years,1,Apartment without balcony,Rural,0,2,4,4,4,4,4,3,5,1,2,1,1,2,2,3,3,1.6206414100775763,0,0,TurkishAngora
2-10 years,5,Apartment without balcony,Urban,2,2,1,4,1,5,5,4,5,5,1,1,1,1,1,3,4,3.0,0,0,Sphynx
2-10 years,2,House in a subdivision,Rural,3,3,4,4,4,4,4,4,5,3,1,1,2,1,4,4,4,3.0,2,3,European
1-2 years,2,House in a subdivision,Rural,0,1,1,3,2,4,4,3,5,5,1,1,2,1,3,4,4,1.5412665786761104,0,0,MaineCoon
1-2 years,2,House in a subdivision,Periurban,0,2,3,3,3,3,3,1,3,1,3,2,3,2,2,2,3,2.4983677727394795,0,0,MaineCoon
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,3,3,4,3,3,3,3,2,1,1,1,2,3,3,1.6407492520837543,0,0,Ragdoll
1-2 years,2,Apartment with balcony or terrace,Periurban,1,2,3,4,2,4,3,4,4,3,3,2,2,3,3,3,3,2.0,1,1,NoBreed
1-2 years,2,Individual house zone,Rural,2,2,2,3,2,4,5,5,4,3,4,3,4,4,4,3,2,3.0,3,3,Bengal
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,5,5,2,4,5,1,1,1,2,1,1,1,1,3,1,1.7554518948803386,0,1,BritishShorthair
2-10 years,1,Apartment without balcony,Periurban,1,2,1,4,1,5,4,4,4,4,3,2,5,3,3,3,2,2.9174048148156926,0,0,NoBreed
1-2 years,4,Individual house zone,Periurban,0,2,1,2,1,4,3,4,4,4,1,1,3,1,4,4,4,3.0,0,0,Sphynx
2-10 years,1,Apartment without balcony,Urban,0,2,1,2,1,4,3,3,3,2,2,2,1,1,2,3,2,1.0,0,0,Siamese
2-10 years,1,Apartment without balcony,Rural,0,2,1,3,2,4,4,2,4,4,1,1,2,1,1,4,2,1.0,0,0,Ragdoll
2-10 years,1,House in a subdivision,Rural,1,2,5,4,2,4,5,4,2,1,4,1,3,5,2,4,4,3.0,1,2,European
2-10 years,4,House in a subdivision,Periurban,0,1,1,5,1,5,4,3,4,4,2,1,2,1,1,4,2,3.0,0,0,Ragdoll
1-2 years,2,House in a subdivision,Periurban,3,1,3,2,2,5,5,5,4,1,4,1,4,4,2,4,2,3.0,1,1,Siamese
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,3,2,2,4,5,1,1,1,1,1,4,3,1.8180718695047289,0,0,Birman
Less than 1 year,2,Apartment with balcony or terrace,Rural,0,3,1,1,1,5,4,5,5,3,2,1,2,1,4,1,2,3.0,0,0,NoBreed
2-10 years,2,House in a subdivision,Periurban,2,2,4,4,4,4,4,4,5,3,2,1,2,3,3,3,3,1.4808369780890736,0,0,Ragdoll
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,2,4,4,4,4,4,3,1,2,1,1,1,1,1.9902291525808162,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,1,2,3,4,3,4,4,2,4,3,1,1,1,1,1,4,2,2.0,0,0,Siamese
1-2 years,4,House in a subdivision,Rural,0,3,3,4,4,5,4,3,4,3,2,1,3,2,1,2,1,2.98163236305946,0,0,Savannah
1-2 years,1,House in a subdivision,Rural,0,2,1,4,1,3,3,2,4,3,4,1,1,1,1,3,1,2.879433114222721,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,2,5,1,5,5,5,5,4,3,1,1,1,4,4,3,2.0,0,0,Bengal
2-10 years,1,House in a subdivision,Rural,1,1,3,2,3,2,3,3,2,2,2,1,2,3,3,3,3,2.714059199789828,0,0,Ragdoll
2-10 years,1,Individual house zone,Rural,3,2,1,4,1,4,3,4,4,3,2,1,4,3,3,1,1,3.0,3,3,Chartreux
1-2 years,3,Apartment without balcony,Urban,1,2,1,3,1,4,3,4,5,5,2,1,3,1,1,4,3,2.0,0,0,TurkishAngora
1-2 years,2,Apartment without balcony,Urban,0,2,1,4,1,5,5,4,5,5,1,1,2,1,1,2,2,2.0,0,0,Sphynx
2-10 years,3,House in a subdivision,Rural,0,2,1,2,3,5,3,3,4,3,1,1,1,1,1,2,2,2.363509348950846,0,0,Savannah
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,1,4,1,5,4,3,5,4,1,1,2,1,1,3,3,1.1636238211916692,0,0,Sphynx
2-10 years,1,Apartment without balcony,Urban,1,2,2,4,1,5,4,5,5,4,4,1,5,3,4,4,5,1.0,1,1,European
2-10 years,1,House in a subdivision,Periurban,0,3,2,3,2,4,4,4,5,4,1,1,3,2,3,3,2,3.0,0,0,Sphynx
2-10 years,2,Apartment with balcony or terrace,Urban,0,1,3,4,3,4,5,3,5,2,2,1,3,4,1,4,3,1.581074550495452,0,0,Birman
Less than 1 year,1,Individual house zone,Rural,0,3,1,4,3,4,3,3,5,3,2,2,2,3,4,4,4,2.0,0,0,Persian
Less than 1 year,1,Apartment without balcony,Rural,0,2,3,4,1,5,5,3,3,1,4,1,1,1,2,3,3,1.0640118669915315,0,0,NoBreed
2-10 years,4,House in a subdivision,Rural,0,2,2,2,1,4,3,3,4,2,3,1,1,2,1,3,3,2.951478559665991,0,0,Savannah
2-10 years,5,Individual house zone,Rural,3,2,2,2,2,4,5,5,4,2,4,2,4,2,1,4,2,3.0,4,4,European
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,1,4,2,4,3,4,4,4,3,2,2,2,3,4,3,1.1032345753735748,0,0,Persian
Less than 1 year,1,House in a subdivision,Urban,0,2,1,4,3,4,4,3,5,4,2,1,2,2,2,2,4,1.6939484444671,0,0,Birman
2-10 years,4,House in a subdivision,Rural,0,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2.7337099916438063,0,0,TurkishAngora
2-10 years,2,House in a subdivision,Periurban,2,2,3,4,3,4,3,2,4,2,3,1,1,1,1,3,1,2.6389493853342616,0,1,Siamese
1-2 years,1,Apartment with balcony or terrace,Rural,1,1,4,4,4,4,4,4,4,3,3,2,3,4,2,4,3,1.0,0,0,BritishShorthair
2-10 years,3,House in a subdivision,Urban,0,1,1,4,4,2,4,2,4,4,4,1,1,4,1,4,1,1.0,0,0,European
2-10 years,2,Apartment with balcony or terrace,Urban,2,2,1,3,3,5,5,4,4,5,1,1,1,1,1,4,2,3.0,1,0,Siamese
1-2 years,2,House in a subdivision,Periurban,0,2,3,4,2,4,4,3,4,2,2,1,2,1,1,3,2,2.0,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Urban,3,2,4,4,1,4,4,2,5,3,2,4,3,4,2,5,4,3.0,2,4,European
1-2 years,2,House in a subdivision,Periurban,0,2,1,1,1,4,3,4,4,4,1,2,2,1,2,3,4,3.0,0,0,Savannah
Less than 1 year,1,Apartment without balcony,Urban,0,2,3,1,3,4,3,3,4,3,2,3,3,3,3,2,5,1.8385825587026248,0,0,NoBreed
2-10 years,1,Apartment with balcony or terrace,Periurban,1,2,2,4,3,4,4,4,4,4,1,1,1,1,3,3,4,1.0,0,0,Birman
1-2 years,2,Apartment without balcony,Rural,0,2,1,4,1,4,3,3,4,2,1,1,1,1,1,1,1,2.0,0,0,Birman
More than 10 years,2,Individual house zone,Rural,2,1,5,5,4,2,3,1,5,3,4,1,1,1,2,3,4,1.0,0,0,Ragdoll
Less than 1 year,1,Apartment with balcony or terrace,Rural,1,2,1,3,3,4,3,4,4,4,1,1,3,3,3,4,3,1.1921540580587413,0,0,Sphynx
1-2 years,2,Apartment without balcony,Urban,0,3,1,4,5,4,4,4,5,5,1,2,2,1,2,2,3,2.0,0,0,NoBreed
2-10 years,2,House in a subdivision,Periurban,2,2,3,4,2,4,5,4,4,2,4,1,1,3,1,4,1,3.0,0,0,European
2-10 years,1,Apartment without balcony,Urban,0,1,4,2,3,4,5,4,2,1,4,5,4,3,5,4,4,2.0,0,0,European
More than 10 years,1,House in a subdivision,Periurban,3,2,2,4,3,4,4,5,4,5,3,1,4,4,4,3,3,2.0,1,1,NoBreed
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,3,2,4,4,4,4,4,3,3,3,3,4,3,3,2.8946324660471943,0,0,TurkishAngora
2-10 years,1,Apartment without balcony,Periurban,0,2,4,4,3,4,4,4,4,3,4,2,1,3,2,2,2,2.0,0,0,MaineCoon
1-2 years,4,Apartment with balcony or terrace,Urban,0,2,2,2,1,5,4,5,4,4,3,2,4,2,4,3,3,2.0,0,0,NoBreed
1-2 years,1,Individual house zone,Rural,2,2,4,2,3,4,4,4,4,2,4,4,4,3,4,1,4,3.0,2,1,Birman
2-10 years,3,Individual house zone,Rural,3,2,1,4,1,4,5,5,3,3,4,1,3,3,3,3,3,3.0,2,3,NoBreed
Less than 1 year,3,House in a subdivision,Periurban,2,2,1,1,1,4,3,5,4,4,1,1,2,1,3,2,4,3.0,1,1,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,1,3,3,4,4,4,5,4,1,3,3,2,3,3,4,1.0,0,0,Birman
2-10 years,1,Apartment without balcony,Urban,0,2,1,2,1,4,3,3,3,2,2,2,1,1,2,3,2,1.0,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,2,3,4,4,4,4,1,3,2,2,1,1,4,3,1.4673107665376526,0,0,Savannah
1-2 years,2,Apartment with balcony or terrace,Urban,0,2,1,4,1,5,4,4,4,4,1,1,2,1,1,3,4,1.0,0,0,MaineCoon
2-10 years,1,House in a subdivision,Periurban,0,2,3,4,3,5,4,5,3,3,3,1,1,1,1,1,1,2.757081202042456,0,0,BritishShorthair
Less than 1 year,5,House in a subdivision,Periurban,0,3,3,3,1,4,4,4,5,4,3,3,3,3,2,4,3,2.0,0,0,MaineCoon
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,3,3,4,4,3,5,5,1,1,3,3,2,4,3,1.0,0,0,Sphynx
2-10 years,2,House in a subdivision,Rural,1,2,1,3,1,4,4,4,4,4,3,2,3,2,3,3,4,3.0,1,1,TurkishAngora
2-10 years,1,Individual house zone,Periurban,2,2,5,4,5,4,4,3,5,2,5,1,2,2,2,3,4,3.0,1,3,Siamese
2-10 years,1,Individual house zone,Rural,0,2,1,4,1,4,4,4,5,5,1,1,1,1,1,1,3,2.8603487452436873,0,0,Sphynx
1-2 years,1,House in a subdivision,Rural,0,2,1,4,2,4,4,3,4,4,1,1,1,1,1,4,2,2.0,0,0,Persian
Less than 1 year,1,House in a subdivision,Rural,0,3,1,3,1,4,3,2,2,3,1,2,3,2,3,4,3,2.209986441208144,0,0,BritishShorthair
1-2 years,2,House in a subdivision,Rural,0,2,1,3,1,3,3,3,3,3,1,2,3,3,3,2,3,2.5663446660436113,0,0,BritishShorthair
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,3,1,3,1,4,4,4,4,4,2,1,1,1,1,3,3,2.0,0,0,Bengal
2-10 years,3,Apartment with balcony or terrace,Rural,0,2,3,4,1,3,4,3,4,2,4,3,3,1,3,3,4,1.1112519201310227,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Urban,0,1,3,4,3,4,5,2,2,1,4,1,1,3,2,3,4,1.0,0,0,Ragdoll
1-2 years,1,House in a subdivision,Periurban,0,2,1,4,2,4,4,4,4,4,1,1,1,1,1,3,4,2.0,0,0,Birman
2-10 years,2,House in a subdivision,Urban,2,2,3,5,3,2,4,5,4,4,4,3,3,3,3,4,4,2.0,1,2,NoBreed
2-10 years,3,Individual house zone,Rural,0,2,2,5,1,5,5,4,5,4,1,1,1,1,1,4,2,3.0,0,0,BritishShorthair
1-2 years,1,Individual house zone,Rural,1,2,1,3,1,4,3,4,4,4,1,1,1,1,1,3,3,2.1339361104995915,0,0,Birman
2-10 years,1,House in a subdivision,Rural,2,2,1,2,1,3,3,2,3,2,3,2,3,2,3,2,3,3.0,3,3,Chartreux
2-10 years,4,Apartment without balcony,Periurban,1,2,2,2,1,2,3,2,3,1,2,1,2,1,1,3,3,2.0,0,0,Siamese
2-10 years,1,House in a subdivision,Urban,2,2,1,3,1,4,4,4,3,2,3,2,4,4,3,3,3,2.1055200690319325,1,1,BritishShorthair
1-2 years,4,Apartment without balcony,Rural,0,2,1,3,1,5,5,5,5,5,1,1,2,1,1,5,3,2.2314001952114917,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,2,4,4,4,5,4,5,2,3,1,1,4,1,3,3,2.0,0,0,TurkishAngora
2-10 years,4,House in a subdivision,Periurban,1,2,1,4,1,5,4,5,5,2,4,1,1,1,1,1,4,2.0,0,0,BritishShorthair
Less than 1 year,1,Individual house zone,Rural,0,2,1,4,1,5,3,4,5,5,1,1,1,1,1,3,3,2.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,3,3,5,3,4,5,5,2,1,2,3,3,3,2,1.3626411590003165,0,0,Savannah
Less than 1 year,1,Individual house zone,Periurban,2,2,1,3,2,5,4,4,5,5,1,1,4,3,2,3,2,3.0,1,1,Bengal
2-10 years,2,House in a subdivision,Periurban,2,2,4,2,2,4,4,4,4,4,4,4,4,4,2,2,2,3.0,3,3,NoBreed
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,2,4,4,4,4,2,2,1,2,2,1,3,2,1.0,0,0,Siamese
Less than 1 year,1,House in a subdivision,Periurban,0,2,1,4,3,5,4,4,5,2,1,1,1,3,1,4,5,2.0,0,0,Ragdoll
2-10 years,3,House in a subdivision,Rural,0,3,1,5,1,4,4,4,4,2,5,1,1,1,1,3,3,2.0,0,0,Birman
1-2 years,3,Apartment with balcony or terrace,Urban,0,2,4,4,1,5,3,5,4,4,1,1,1,1,1,2,2,3.0,0,0,MaineCoon
2-10 years,1,House in a subdivision,Rural,2,3,5,5,3,5,4,3,2,2,5,1,4,3,1,3,1,3.0,1,3,Siamese
Less than 1 year,1,Individual house zone,Rural,3,2,1,4,1,4,3,4,4,2,3,2,4,3,3,2,3,3.0,3,3,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,4,3,4,3,4,4,4,2,4,2,3,3,3,4,1.0,0,0,Birman
1-2 years,5,Individual house zone,Rural,2,2,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,2.0,0,1,Bengal
More than 10 years,5,Individual house zone,Rural,2,1,1,2,3,1,1,1,5,5,1,1,5,5,5,1,3,3.0,2,1,European
2-10 years,2,House in a subdivision,Periurban,2,2,1,3,2,5,5,5,4,1,2,4,4,5,4,3,3,3.0,1,0,European
2-10 years,1,Apartment with balcony or terrace,Periurban,2,2,5,3,5,4,5,4,4,3,5,1,4,5,1,4,3,2.0,3,3,European
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,4,3,3,4,4,4,4,4,2,1,1,3,2,3,2,1.0579204605587984,0,0,Siamese
2-10 years,1,Apartment without balcony,Urban,0,2,1,2,1,4,4,4,5,5,1,1,1,1,1,4,3,2.0,0,0,MaineCoon
1-2 years,3,Apartment without balcony,Urban,1,2,1,3,1,4,3,4,5,5,2,1,3,1,1,4,3,2.0,0,0,TurkishAngora
2-10 years,1,Individual house zone,Rural,0,2,1,2,1,2,2,1,2,4,1,1,3,2,2,4,1,2.5853758762729764,0,0,Sphynx
Less than 1 year,2,Apartment with balcony or terrace,Rural,2,3,1,1,1,4,4,3,4,3,1,2,3,3,3,1,2,2.0,0,0,Savannah
2-10 years,1,Apartment without balcony,Rural,0,2,1,4,1,5,4,4,4,4,3,1,2,1,2,4,2,2.275714691873588,0,1,TurkishAngora
2-10 years,3,Individual house zone,Periurban,2,2,4,4,1,4,4,4,4,4,1,1,1,1,2,4,3,3.0,0,1,MaineCoon
1-2 years,4,Apartment without balcony,Rural,1,2,4,4,3,4,4,4,2,1,3,4,3,3,4,3,3,1.1025097279906793,0,0,Bengal
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,1,4,1,5,4,3,4,4,1,1,2,1,2,2,3,1.837618105337679,0,0,Siamese
2-10 years,2,Apartment with balcony or terrace,Periurban,0,2,1,2,1,5,5,5,5,4,2,1,4,1,1,3,2,1.2286251615249235,0,0,Chartreux
2-10 years,1,House in a subdivision,Urban,0,1,2,4,3,3,4,4,5,3,4,1,1,1,1,3,3,2.0,0,0,BritishShorthair
1-2 years,3,Individual house zone,Periurban,0,2,1,1,1,5,3,4,4,5,3,2,2,1,2,4,3,2.407060065158297,0,0,Sphynx
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,2.0,0,0,European
2-10 years,1,Apartment without balcony,Urban,0,2,1,4,1,4,3,4,5,5,3,1,2,1,2,4,2,2.0,0,1,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,3,5,2,3,4,2,5,2,1,1,2,1,2,4,3,1.1748926685773402,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,1,2,1,2,3,4,3,4,3,4,3,3,4,4,3,3,4,1.6727409276568441,0,1,Siamese
Less than 1 year,2,House in a subdivision,Periurban,3,2,4,5,5,5,5,5,5,3,3,1,2,1,2,3,3,3.0,3,3,European
2-10 years,2,Apartment with balcony or terrace,Urban,1,3,1,2,1,4,4,4,4,4,1,1,5,1,2,5,5,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,1,1,4,1,4,1,2,4,5,2,1,1,1,1,5,3,1.0,0,0,Birman
1-2 years,1,Individual house zone,Periurban,2,2,1,4,3,4,4,4,4,4,2,1,3,2,3,3,4,3.0,1,3,Chartreux
2-10 years,1,House in a subdivision,Periurban,2,2,3,2,2,4,3,4,4,3,2,2,2,1,2,4,3,2.5952015709148,0,0,Siamese
More than 10 years,2,Apartment with balcony or terrace,Urban,2,2,1,4,1,5,5,5,4,4,3,1,5,5,3,4,1,2.0,1,0,European
Less than 1 year,1,Individual house zone,Rural,1,2,1,3,3,4,4,2,4,4,1,1,1,1,1,1,4,2.0,0,0,BritishShorthair
2-10 years,5,Individual house zone,Periurban,0,2,4,4,4,5,5,2,5,5,2,1,1,4,4,4,2,2.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,1,2,1,4,4,4,4,3,5,4,1,1,2,4,1,4,2,2.6389493853342616,0,1,Chartreux
Less than 1 year,1,Apartment without balcony,Periurban,0,1,1,3,3,4,4,4,5,3,2,1,1,2,2,3,3,2.0,0,0,Ragdoll
2-10 years,1,House in a subdivision,Periurban,2,2,3,4,3,5,5,5,5,4,2,1,3,2,3,3,3,1.0773210654887873,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Rural,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0180608082591005,0,0,TurkishAngora
Less than 1 year,1,House in a subdivision,Periurban,0,2,1,2,1,4,3,3,4,4,1,1,1,1,3,4,4,3.0,0,0,Sphynx
More than 10 years,1,Individual house zone,Rural,2,2,2,2,4,4,4,4,4,2,4,2,2,3,2,4,4,2.0,1,1,European
2-10 years,5,House in a subdivision,Rural,0,3,5,5,5,4,5,4,4,3,4,1,1,1,2,3,2,2.0,0,0,Ragdoll
2-10 years,5,House in a subdivision,Rural,0,3,4,5,2,5,5,5,5,4,2,1,1,1,1,4,4,2.0,0,0,Bengal
2-10 years,2,Individual house zone,Rural,2,2,4,4,5,5,5,5,5,2,5,1,1,1,1,1,1,3.0,2,3,European
1-2 years,2,Apartment with balcony or terrace,Urban,2,2,2,4,4,5,5,3,5,2,2,2,3,3,4,3,3,1.0,0,0,European
1-2 years,1,Apartment with balcony or terrace,Periurban,1,2,2,4,3,4,4,4,4,4,2,1,1,1,1,3,3,2.6271234757114907,0,0,Birman
1-2 years,1,Apartment without balcony,Rural,0,2,3,4,2,4,4,4,4,1,1,1,1,1,1,1,2,1.0,0,0,Persian
1-2 years,5,House in a subdivision,Periurban,0,2,2,1,1,4,4,4,3,1,3,4,3,3,4,2,3,2.59747586263193,0,0,Savannah
1-2 years,1,House in a subdivision,Periurban,0,2,2,2,4,3,4,4,5,4,1,1,3,4,2,4,3,3.0,0,0,Sphynx
1-2 years,2,Apartment with balcony or terrace,Rural,0,2,4,3,3,3,3,4,3,1,3,1,1,2,1,2,3,2.362393899116633,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Rural,0,1,3,3,2,5,3,3,4,3,4,3,5,3,3,3,2,3.0,0,0,Savannah
1-2 years,1,Apartment without balcony,Urban,1,2,1,2,3,5,3,4,2,3,4,3,3,3,4,2,4,3.0,0,0,Siamese
2-10 years,1,Individual house zone,Rural,0,2,1,3,4,5,4,3,4,4,2,1,1,3,1,4,4,2.247283360442359,0,0,Persian
2-10 years,4,House in a subdivision,Rural,0,2,3,3,1,3,2,2,3,1,3,1,1,1,1,3,2,2.769996713046562,0,0,Savannah
2-10 years,3,Apartment without balcony,Rural,0,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2.0791581173826277,0,0,Bengal
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,1,3,3,4,3,3,4,4,1,2,3,3,2,4,2,1.756827809000546,0,0,Sphynx
1-2 years,3,House in a subdivision,Rural,0,3,2,2,3,5,3,3,4,3,2,1,1,2,1,2,2,2.0108150901866413,0,0,Savannah
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,1,5,4,4,4,4,4,1,4,4,4,4,1,3,1.0885434106136183,0,0,Ragdoll
2-10 years,3,Individual house zone,Rural,1,2,2,5,2,5,4,4,5,5,2,2,5,2,3,3,3,3.0,0,1,Persian
2-10 years,5,Apartment without balcony,Rural,0,3,1,2,1,3,1,3,3,3,1,1,1,1,1,2,3,2.818071869504729,0,0,Sphynx
2-10 years,1,Individual house zone,Rural,0,2,1,1,1,4,3,3,4,4,1,2,4,3,4,3,2,2.3366042781939207,0,0,Sphynx
2-10 years,2,Individual house zone,Rural,0,2,1,3,4,4,4,4,4,3,3,1,3,3,1,4,3,2.0,0,0,Bengal
1-2 years,2,House in a subdivision,Rural,2,2,1,3,2,4,4,4,4,4,2,1,4,2,3,2,4,3.0,1,4,Chartreux
Less than 1 year,1,Individual house zone,Rural,0,2,1,2,1,2,2,1,2,4,2,1,3,1,1,4,1,2.7689252034119285,0,0,Sphynx
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,4,1,4,4,4,4,4,3,2,2,2,3,3,3,2.5380530633290443,0,1,TurkishAngora
1-2 years,1,Apartment without balcony,Periurban,0,3,1,2,1,5,5,5,5,4,1,1,2,2,1,4,4,2.6018313064090566,0,0,Sphynx
2-10 years,2,House in a subdivision,Rural,0,3,4,2,3,5,5,4,5,4,2,1,3,2,2,2,3,3.0,0,0,Savannah
Less than 1 year,1,House in a subdivision,Urban,0,2,4,4,3,4,4,2,4,2,4,2,1,2,2,3,2,1.603340223656438,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,3,5,2,3,4,2,5,2,1,1,2,1,2,4,3,1.0268896507298957,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,0,1,4,5,3,4,4,3,4,3,4,1,1,1,1,3,3,2.0,0,0,BritishShorthair
2-10 years,1,Individual house zone,Rural,3,2,2,4,2,5,5,5,5,2,2,1,2,2,5,3,1,3.0,4,4,NoBreed
More than 10 years,1,Apartment with balcony or terrace,Periurban,2,2,1,3,4,4,4,3,5,5,2,4,2,4,4,4,3,1.0,0,0,European
1-2 years,1,Individual house zone,Rural,0,3,5,5,4,4,4,4,5,1,2,1,1,1,1,2,2,3.0,0,0,Ragdoll
2-10 years,5,House in a subdivision,Periurban,2,2,2,4,1,4,4,4,4,4,1,1,1,1,1,4,2,2.3799272440714865,0,0,MaineCoon
2-10 years,1,House in a subdivision,Periurban,2,2,1,2,1,3,3,2,3,2,2,3,2,2,2,2,2,2.582493915972108,2,2,Chartreux
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,4,1,4,4,4,4,4,3,2,2,2,3,3,3,2.6616551750805417,0,1,TurkishAngora
1-2 years,2,Apartment with balcony or terrace,Urban,0,2,2,3,2,4,3,4,3,4,2,1,3,1,4,3,3,1.085701193439501,0,0,MaineCoon
2-10 years,1,Individual house zone,Rural,1,1,1,3,3,3,3,2,3,3,1,1,1,1,1,1,2,2.408518292935917,0,0,BritishShorthair
More than 10 years,3,Apartment without balcony,Periurban,1,2,1,4,2,4,4,4,5,4,2,1,3,2,2,4,2,2.5073976681010386,0,0,Chartreux
2-10 years,1,House in a subdivision,Rural,0,2,1,5,2,4,4,3,5,4,1,1,1,1,1,4,1,2.305303529145573,0,0,Persian
1-2 years,1,Individual house zone,Rural,1,2,2,2,2,5,3,5,3,4,2,2,3,2,3,3,4,2.3077234354821474,0,0,Bengal
2-10 years,3,House in a subdivision,Periurban,0,2,1,2,1,4,3,3,4,3,1,1,1,1,1,2,2,2.379690448646535,0,0,Persian
2-10 years,3,Individual house zone,Rural,3,2,1,4,1,5,5,5,3,3,5,1,3,3,3,3,3,3.0,2,3,NoBreed
Less than 1 year,1,Apartment without balcony,Rural,1,2,3,4,3,4,5,4,4,2,3,1,4,3,2,4,3,2.970665885907472,0,0,Ragdoll
2-10 years,3,Individual house zone,Periurban,2,2,1,4,1,3,4,4,4,4,1,3,3,4,4,3,4,3.0,0,0,MaineCoon
2-10 years,3,Apartment with balcony or terrace,Rural,2,2,1,1,1,4,4,3,4,2,1,4,4,3,3,1,1,2.0,0,0,Savannah
1-2 years,1,Apartment without balcony,Periurban,0,3,1,3,2,5,5,5,5,5,1,1,2,2,2,4,4,2.6974714616692834,0,0,Sphynx
2-10 years,1,House in a subdivision,Rural,0,2,1,5,1,5,3,4,5,4,1,1,1,1,1,1,5,1.9252087941241542,0,0,Persian
Less than 1 year,4,Apartment without balcony,Periurban,1,2,1,4,1,4,4,4,5,4,2,1,2,2,2,4,2,2.0324901161351745,0,0,Chartreux
2-10 years,1,House in a subdivision,Rural,0,2,4,5,3,5,3,2,5,2,2,1,3,4,3,4,3,2.582170460176273,0,0,Persian
2-10 years,2,House in a subdivision,Urban,2,2,4,3,5,5,5,5,5,5,3,2,1,1,1,4,5,3.0,0,2,European
1-2 years,1,Apartment without balcony,Periurban,0,2,2,1,1,4,3,4,4,3,1,2,2,1,3,3,4,2.9924154004894703,0,0,Savannah
1-2 years,1,House in a subdivision,Rural,0,2,3,3,3,4,5,5,4,3,2,3,3,3,3,4,3,2.0,0,0,Ragdoll
Less than 1 year,1,House in a subdivision,Rural,2,2,1,3,1,4,3,4,4,2,3,2,4,3,3,2,4,3.0,3,3,Chartreux
2-10 years,2,Apartment without balcony,Urban,0,2,3,3,1,3,2,2,3,1,3,1,3,1,1,1,1,1.0,0,0,Savannah
1-2 years,2,House in a subdivision,Periurban,0,3,1,2,1,4,4,3,3,4,1,3,1,1,4,4,4,1.6106200424416326,0,0,Bengal
More than 10 years,2,Apartment with balcony or terrace,Periurban,1,2,2,4,2,4,4,4,4,4,1,1,2,2,2,4,2,1.8262465246924333,0,0,TurkishAngora
